Motif_ID	Motif_Type	MSource_Identifier	MSource_Type	TF_Status	TF_Name	TF_Species
M04731_2.00	SELEX	Yin2017	SELEX	D	ELK3	Homo_sapiens
M04732_2.00	SELEX	Yin2017	SELEX	D	ELK3	Homo_sapiens
M04733_2.00	SELEX	Yin2017	SELEX	D	ELK3	Homo_sapiens
M04734_2.00	SELEX	Yin2017	SELEX	D	ELK3	Homo_sapiens
M04735_2.00	SELEX	Yin2017	SELEX	D	ELK3	Homo_sapiens
M10481_2.00	Transfac	Transfac	Transfac	D	ELK3	Homo_sapiens
M10482_2.00	Transfac	Transfac	Transfac	D	ELK3	Homo_sapiens
M02970_2.00	SELEX	Jolma2013	SELEX	D	ETV3	Homo_sapiens
M04736_2.00	SELEX	Yin2017	SELEX	D	ETV3	Homo_sapiens
M04737_2.00	SELEX	Yin2017	SELEX	D	ETV3	Homo_sapiens
M04738_2.00	SELEX	Yin2017	SELEX	D	ETV3	Homo_sapiens
M04739_2.00	SELEX	Yin2017	SELEX	D	ETV3	Homo_sapiens
M02971_2.00	SELEX	Jolma2013	SELEX	D	ELF1	Homo_sapiens
M02972_2.00	SELEX	Jolma2013	SELEX	D	ELF1	Homo_sapiens
M04740_2.00	SELEX	Yin2017	SELEX	D	ELF1	Homo_sapiens
M04741_2.00	SELEX	Yin2017	SELEX	D	ELF1	Homo_sapiens
M04742_2.00	SELEX	Yin2017	SELEX	D	ELF1	Homo_sapiens
M04743_2.00	SELEX	Yin2017	SELEX	D	ELF1	Homo_sapiens
M04744_2.00	SELEX	Yin2017	SELEX	D	ELF1	Homo_sapiens
M04745_2.00	SELEX	Yin2017	SELEX	D	ELF1	Homo_sapiens
M04746_2.00	SELEX	Yin2017	SELEX	D	ELF1	Homo_sapiens
M04747_2.00	SELEX	Yin2017	SELEX	D	ELF1	Homo_sapiens
M07947_2.00	ChIP-seq	ENCODE	ChIP-seq	D	ELF1	Homo_sapiens
M07948_2.00	ChIP-seq	ENCODE	ChIP-seq	D	ELF1	Homo_sapiens
M07949_2.00	ChIP-seq	ENCODE	ChIP-seq	D	ELF1	Homo_sapiens
M08198_2.00	ChIP-seq	modENCODE	ChIP-seq	D	ELF1	Homo_sapiens
M09050_2.00	Misc	HocoMoco	Misc	D	ELF1	Homo_sapiens
M09529_2.00	Misc	HOMER	Misc	D	ELF1	Homo_sapiens
M10483_2.00	Transfac	Transfac	Transfac	D	ELF1	Homo_sapiens
M10484_2.00	Transfac	Transfac	Transfac	D	ELF1	Homo_sapiens
M10485_2.00	Transfac	Transfac	Transfac	D	ELF1	Homo_sapiens
M10486_2.00	Transfac	Transfac	Transfac	D	ELF1	Homo_sapiens
M10487_2.00	Transfac	Transfac	Transfac	D	ELF1	Homo_sapiens
M02973_2.00	SELEX	Jolma2013	SELEX	D	SPDEF	Homo_sapiens
M02974_2.00	SELEX	Jolma2013	SELEX	D	SPDEF	Homo_sapiens
M02975_2.00	SELEX	Jolma2013	SELEX	D	SPDEF	Homo_sapiens
M02976_2.00	SELEX	Jolma2013	SELEX	D	SPDEF	Homo_sapiens
M02977_2.00	SELEX	Jolma2013	SELEX	D	SPDEF	Homo_sapiens
M02978_2.00	SELEX	Jolma2013	SELEX	D	SPDEF	Homo_sapiens
M04748_2.00	SELEX	Yin2017	SELEX	D	SPDEF	Homo_sapiens
M04749_2.00	SELEX	Yin2017	SELEX	D	SPDEF	Homo_sapiens
M04750_2.00	SELEX	Yin2017	SELEX	D	SPDEF	Homo_sapiens
M04751_2.00	SELEX	Yin2017	SELEX	D	SPDEF	Homo_sapiens
M09530_2.00	Misc	HOMER	Misc	D	SPDEF	Homo_sapiens
M02979_2.00	SELEX	Jolma2013	SELEX	D	ELK1	Homo_sapiens
M02980_2.00	SELEX	Jolma2013	SELEX	D	ELK1	Homo_sapiens
M02981_2.00	SELEX	Jolma2013	SELEX	D	ELK1	Homo_sapiens
M02982_2.00	SELEX	Jolma2013	SELEX	D	ELK1	Homo_sapiens
M04752_2.00	SELEX	Yin2017	SELEX	D	ELK1	Homo_sapiens
M04753_2.00	SELEX	Yin2017	SELEX	D	ELK1	Homo_sapiens
M04754_2.00	SELEX	Yin2017	SELEX	D	ELK1	Homo_sapiens
M04755_2.00	SELEX	Yin2017	SELEX	D	ELK1	Homo_sapiens
M09051_2.00	Misc	HocoMoco	Misc	D	ELK1	Homo_sapiens
M09531_2.00	Misc	HOMER	Misc	D	ELK1	Homo_sapiens
M10488_2.00	Transfac	Transfac	Transfac	D	ELK1	Homo_sapiens
M10489_2.00	Transfac	Transfac	Transfac	D	ELK1	Homo_sapiens
M10490_2.00	Transfac	Transfac	Transfac	D	ELK1	Homo_sapiens
M10491_2.00	Transfac	Transfac	Transfac	D	ELK1	Homo_sapiens
M10492_2.00	Transfac	Transfac	Transfac	D	ELK1	Homo_sapiens
M02645_2.00	SELEX	Hallikas2006	SELEX	D	ETS1	Homo_sapiens
M02983_2.00	SELEX	Jolma2013	SELEX	D	ETS1	Homo_sapiens
M02984_2.00	SELEX	Jolma2013	SELEX	D	ETS1	Homo_sapiens
M02985_2.00	SELEX	Jolma2013	SELEX	D	ETS1	Homo_sapiens
M02986_2.00	SELEX	Jolma2013	SELEX	D	ETS1	Homo_sapiens
M07950_2.00	ChIP-seq	ENCODE	ChIP-seq	D	ETS1	Homo_sapiens
M07951_2.00	ChIP-seq	ENCODE	ChIP-seq	D	ETS1	Homo_sapiens
M09052_2.00	Misc	HocoMoco	Misc	D	ETS1	Homo_sapiens
M09532_2.00	Misc	HOMER	Misc	D	ETS1	Homo_sapiens
M10493_2.00	Transfac	Transfac	Transfac	D	ETS1	Homo_sapiens
M10494_2.00	Transfac	Transfac	Transfac	D	ETS1	Homo_sapiens
M10495_2.00	Transfac	Transfac	Transfac	D	ETS1	Homo_sapiens
M10496_2.00	Transfac	Transfac	Transfac	D	ETS1	Homo_sapiens
M10497_2.00	Transfac	Transfac	Transfac	D	ETS1	Homo_sapiens
M10498_2.00	Transfac	Transfac	Transfac	D	ETS1	Homo_sapiens
M10499_2.00	Transfac	Transfac	Transfac	D	ETS1	Homo_sapiens
M02733_2.00	SELEX	Jolma2010	SELEX	D	EHF	Homo_sapiens
M02987_2.00	SELEX	Jolma2013	SELEX	D	EHF	Homo_sapiens
M09053_2.00	Misc	HocoMoco	Misc	D	EHF	Homo_sapiens
M09533_2.00	Misc	HOMER	Misc	D	EHF	Homo_sapiens
M10500_2.00	Transfac	Transfac	Transfac	D	EHF	Homo_sapiens
M02988_2.00	SELEX	Jolma2013	SELEX	D	ELF5	Homo_sapiens
M02989_2.00	SELEX	Jolma2013	SELEX	D	ELF5	Homo_sapiens
M04756_2.00	SELEX	Yin2017	SELEX	D	ELF5	Homo_sapiens
M04757_2.00	SELEX	Yin2017	SELEX	D	ELF5	Homo_sapiens
M04758_2.00	SELEX	Yin2017	SELEX	D	ELF5	Homo_sapiens
M04759_2.00	SELEX	Yin2017	SELEX	D	ELF5	Homo_sapiens
M09054_2.00	Misc	HocoMoco	Misc	D	ELF5	Homo_sapiens
M09534_2.00	Misc	HOMER	Misc	D	ELF5	Homo_sapiens
M10501_2.00	Transfac	Transfac	Transfac	D	ELF5	Homo_sapiens
M02990_2.00	SELEX	Jolma2013	SELEX	D	ETV6	Homo_sapiens
M02991_2.00	SELEX	Jolma2013	SELEX	D	ETV6	Homo_sapiens
M02992_2.00	SELEX	Jolma2013	SELEX	D	FLI1	Homo_sapiens
M02993_2.00	SELEX	Jolma2013	SELEX	D	FLI1	Homo_sapiens
M02994_2.00	SELEX	Jolma2013	SELEX	D	FLI1	Homo_sapiens
M02995_2.00	SELEX	Jolma2013	SELEX	D	FLI1	Homo_sapiens
M04760_2.00	SELEX	Yin2017	SELEX	D	FLI1	Homo_sapiens
M04761_2.00	SELEX	Yin2017	SELEX	D	FLI1	Homo_sapiens
M04762_2.00	SELEX	Yin2017	SELEX	D	FLI1	Homo_sapiens
M04763_2.00	SELEX	Yin2017	SELEX	D	FLI1	Homo_sapiens
M04764_2.00	SELEX	Yin2017	SELEX	D	FLI1	Homo_sapiens
M04765_2.00	SELEX	Yin2017	SELEX	D	FLI1	Homo_sapiens
M04766_2.00	SELEX	Yin2017	SELEX	D	FLI1	Homo_sapiens
M04767_2.00	SELEX	Yin2017	SELEX	D	FLI1	Homo_sapiens
M05864_2.00	SMiLE-seq	Isakova2017	SMiLE-seq	D	FLI1	Homo_sapiens
M08111_2.00	ChIP-seq	JASPAR	JASPAR	D	FLI1	Homo_sapiens
M09055_2.00	Misc	HocoMoco	Misc	D	FLI1	Homo_sapiens
M10502_2.00	Transfac	Transfac	Transfac	D	FLI1	Homo_sapiens
M10503_2.00	Transfac	Transfac	Transfac	D	FLI1	Homo_sapiens
M02996_2.00	SELEX	Jolma2013	SELEX	D	GABPA	Homo_sapiens
M04768_2.00	SELEX	Yin2017	SELEX	D	GABPA	Homo_sapiens
M04769_2.00	SELEX	Yin2017	SELEX	D	GABPA	Homo_sapiens
M05865_2.00	SMiLE-seq	Isakova2017	SMiLE-seq	D	GABPA	Homo_sapiens
M07952_2.00	ChIP-seq	ENCODE	ChIP-seq	D	GABPA	Homo_sapiens
M07953_2.00	ChIP-seq	ENCODE	ChIP-seq	D	GABPA	Homo_sapiens
M07954_2.00	ChIP-seq	ENCODE	ChIP-seq	D	GABPA	Homo_sapiens
M07955_2.00	ChIP-seq	ENCODE	ChIP-seq	D	GABPA	Homo_sapiens
M07956_2.00	ChIP-seq	ENCODE	ChIP-seq	D	GABPA	Homo_sapiens
M09056_2.00	Misc	HocoMoco	Misc	D	GABPA	Homo_sapiens
M09535_2.00	Misc	HOMER	Misc	D	GABPA	Homo_sapiens
M10504_2.00	Transfac	Transfac	Transfac	D	GABPA	Homo_sapiens
M10505_2.00	Transfac	Transfac	Transfac	D	GABPA	Homo_sapiens
M10506_2.00	Transfac	Transfac	Transfac	D	GABPA	Homo_sapiens
M10507_2.00	Transfac	Transfac	Transfac	D	GABPA	Homo_sapiens
M10508_2.00	Transfac	Transfac	Transfac	D	GABPA	Homo_sapiens
M02734_2.00	SELEX	Jolma2010	SELEX	D	ERG	Homo_sapiens
M02735_2.00	SELEX	Jolma2010	SELEX	D	ERG	Homo_sapiens
M02997_2.00	SELEX	Jolma2013	SELEX	D	ERG	Homo_sapiens
M02998_2.00	SELEX	Jolma2013	SELEX	D	ERG	Homo_sapiens
M02999_2.00	SELEX	Jolma2013	SELEX	D	ERG	Homo_sapiens
M03000_2.00	SELEX	Jolma2013	SELEX	D	ERG	Homo_sapiens
M04770_2.00	SELEX	Yin2017	SELEX	D	ERG	Homo_sapiens
M04771_2.00	SELEX	Yin2017	SELEX	D	ERG	Homo_sapiens
M04772_2.00	SELEX	Yin2017	SELEX	D	ERG	Homo_sapiens
M04773_2.00	SELEX	Yin2017	SELEX	D	ERG	Homo_sapiens
M04774_2.00	SELEX	Yin2017	SELEX	D	ERG	Homo_sapiens
M04775_2.00	SELEX	Yin2017	SELEX	D	ERG	Homo_sapiens
M04776_2.00	SELEX	Yin2017	SELEX	D	ERG	Homo_sapiens
M04777_2.00	SELEX	Yin2017	SELEX	D	ERG	Homo_sapiens
M09057_2.00	Misc	HocoMoco	Misc	D	ERG	Homo_sapiens
M09536_2.00	Misc	HOMER	Misc	D	ERG	Homo_sapiens
M10509_2.00	Transfac	Transfac	Transfac	D	ERG	Homo_sapiens
M10510_2.00	Transfac	Transfac	Transfac	D	ERG	Homo_sapiens
M04778_2.00	SELEX	Yin2017	SELEX	D	ETS2	Homo_sapiens
M04779_2.00	SELEX	Yin2017	SELEX	D	ETS2	Homo_sapiens
M09058_2.00	Misc	HocoMoco	Misc	D	ETS2	Homo_sapiens
M10511_2.00	Transfac	Transfac	Transfac	D	ETS2	Homo_sapiens
M10512_2.00	Transfac	Transfac	Transfac	D	ETS2	Homo_sapiens
M03001_2.00	SELEX	Jolma2013	SELEX	D	ELK4	Homo_sapiens
M04780_2.00	SELEX	Yin2017	SELEX	D	ELK4	Homo_sapiens
M04781_2.00	SELEX	Yin2017	SELEX	D	ELK4	Homo_sapiens
M04782_2.00	SELEX	Yin2017	SELEX	D	ELK4	Homo_sapiens
M07957_2.00	ChIP-seq	ENCODE	ChIP-seq	D	ELK4	Homo_sapiens
M07958_2.00	ChIP-seq	ENCODE	ChIP-seq	D	ELK4	Homo_sapiens
M08112_2.00	ChIP-seq	JASPAR	JASPAR	D	ELK4	Homo_sapiens
M09059_2.00	Misc	HocoMoco	Misc	D	ELK4	Homo_sapiens
M10513_2.00	Transfac	Transfac	Transfac	D	ELK4	Homo_sapiens
M10514_2.00	Transfac	Transfac	Transfac	D	ELK4	Homo_sapiens
M03002_2.00	SELEX	Jolma2013	SELEX	D	ELF3	Homo_sapiens
M03003_2.00	SELEX	Jolma2013	SELEX	D	ELF3	Homo_sapiens
M04783_2.00	SELEX	Yin2017	SELEX	D	ELF3	Homo_sapiens
M04784_2.00	SELEX	Yin2017	SELEX	D	ELF3	Homo_sapiens
M04785_2.00	SELEX	Yin2017	SELEX	D	ELF3	Homo_sapiens
M04786_2.00	SELEX	Yin2017	SELEX	D	ELF3	Homo_sapiens
M04787_2.00	SELEX	Yin2017	SELEX	D	ELF3	Homo_sapiens
M04788_2.00	SELEX	Yin2017	SELEX	D	ELF3	Homo_sapiens
M04789_2.00	SELEX	Yin2017	SELEX	D	ELF3	Homo_sapiens
M04790_2.00	SELEX	Yin2017	SELEX	D	ELF3	Homo_sapiens
M09060_2.00	Misc	HocoMoco	Misc	D	ELF3	Homo_sapiens
M10515_2.00	Transfac	Transfac	Transfac	D	ELF3	Homo_sapiens
M10516_2.00	Transfac	Transfac	Transfac	D	ELF3	Homo_sapiens
M03004_2.00	SELEX	Jolma2013	SELEX	D	FEV	Homo_sapiens
M04791_2.00	SELEX	Yin2017	SELEX	D	FEV	Homo_sapiens
M04792_2.00	SELEX	Yin2017	SELEX	D	FEV	Homo_sapiens
M09061_2.00	Misc	HocoMoco	Misc	D	FEV	Homo_sapiens
M03005_2.00	SELEX	Jolma2013	SELEX	D	SPIC	Homo_sapiens
M03006_2.00	SELEX	Jolma2013	SELEX	D	ETV4	Homo_sapiens
M04793_2.00	SELEX	Yin2017	SELEX	D	ETV4	Homo_sapiens
M04794_2.00	SELEX	Yin2017	SELEX	D	ETV4	Homo_sapiens
M04795_2.00	SELEX	Yin2017	SELEX	D	ETV4	Homo_sapiens
M04796_2.00	SELEX	Yin2017	SELEX	D	ETV4	Homo_sapiens
M04797_2.00	SELEX	Yin2017	SELEX	D	ETV4	Homo_sapiens
M04798_2.00	SELEX	Yin2017	SELEX	D	ETV4	Homo_sapiens
M04799_2.00	SELEX	Yin2017	SELEX	D	ETV4	Homo_sapiens
M09062_2.00	Misc	HocoMoco	Misc	D	ETV4	Homo_sapiens
M10517_2.00	Transfac	Transfac	Transfac	D	ETV4	Homo_sapiens
M10518_2.00	Transfac	Transfac	Transfac	D	ETV4	Homo_sapiens
M03007_2.00	SELEX	Jolma2013	SELEX	D	ETV5	Homo_sapiens
M04800_2.00	SELEX	Yin2017	SELEX	D	ETV5	Homo_sapiens
M04801_2.00	SELEX	Yin2017	SELEX	D	ETV5	Homo_sapiens
M04802_2.00	SELEX	Yin2017	SELEX	D	ETV5	Homo_sapiens
M09063_2.00	Misc	HocoMoco	Misc	D	ETV5	Homo_sapiens
M00157_2.00	PBM	Badis09	PBM	I	ETV3L	Homo_sapiens
M01477_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01478_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01479_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01481_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01482_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01483_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01485_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01486_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01487_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01489_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01492_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01493_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01494_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01495_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01496_2.00	PBM	Wei10	PBM	I	ETV3L	Homo_sapiens
M01971_2.00	PBM	Zoo_01	PBM	I	ETV3L	Homo_sapiens
M01972_2.00	PBM	Zoo_01	PBM	I	ETV3L	Homo_sapiens
M01973_2.00	PBM	Zoo_01	PBM	I	ETV3L	Homo_sapiens
M02645_2.00	SELEX	Hallikas2006	SELEX	I	ETV3L	Homo_sapiens
M02679_2.00	SELEX	JASPAR	JASPAR	I	ETV3L	Homo_sapiens
M02734_2.00	SELEX	Jolma2010	SELEX	I	ETV3L	Homo_sapiens
M02735_2.00	SELEX	Jolma2010	SELEX	I	ETV3L	Homo_sapiens
M02964_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02966_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02967_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02968_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02969_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02970_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02971_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02972_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02979_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02980_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02981_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02982_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02983_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02984_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02985_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02986_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02992_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02993_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02994_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02995_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02996_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02997_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02998_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M02999_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M03000_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M03001_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M03004_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M03006_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M03007_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M03010_2.00	SELEX	Jolma2013	SELEX	I	ETV3L	Homo_sapiens
M03722_2.00	SELEX	Nitta2015	SELEX	I	ETV3L	Homo_sapiens
M03723_2.00	SELEX	Nitta2015	SELEX	I	ETV3L	Homo_sapiens
M03724_2.00	SELEX	Nitta2015	SELEX	I	ETV3L	Homo_sapiens
M03725_2.00	SELEX	Nitta2015	SELEX	I	ETV3L	Homo_sapiens
M03726_2.00	SELEX	Nitta2015	SELEX	I	ETV3L	Homo_sapiens
M03732_2.00	SELEX	Nitta2015	SELEX	I	ETV3L	Homo_sapiens
M03733_2.00	SELEX	Nitta2015	SELEX	I	ETV3L	Homo_sapiens
M04708_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04709_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04710_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04711_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04716_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04717_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04718_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04719_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04720_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04721_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04722_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04723_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04724_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04725_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04726_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04727_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04728_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04729_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04730_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04731_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04732_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04733_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04734_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04735_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04736_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04737_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04738_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04739_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04740_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04741_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04742_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04743_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04744_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04745_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04746_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04747_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04752_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04753_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04754_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04755_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04760_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04761_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04762_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04763_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04764_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04765_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04766_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04767_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04768_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04769_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04770_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04771_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04772_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04773_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04774_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04775_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04776_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04777_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04778_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04779_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04780_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04781_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04782_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04791_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04792_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04793_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04794_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04795_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04796_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04797_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04798_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04799_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04800_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04801_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M04802_2.00	SELEX	Yin2017	SELEX	I	ETV3L	Homo_sapiens
M05864_2.00	SMiLE-seq	Isakova2017	SMiLE-seq	I	ETV3L	Homo_sapiens
M05865_2.00	SMiLE-seq	Isakova2017	SMiLE-seq	I	ETV3L	Homo_sapiens
M06185_2.00	B1H	FlyFactorSurvey	B1H	I	ETV3L	Homo_sapiens
M06186_2.00	B1H	FlyFactorSurvey	B1H	I	ETV3L	Homo_sapiens
M06187_2.00	B1H	FlyFactorSurvey	B1H	I	ETV3L	Homo_sapiens
M06188_2.00	B1H	FlyFactorSurvey	B1H	I	ETV3L	Homo_sapiens
M06189_2.00	B1H	FlyFactorSurvey	B1H	I	ETV3L	Homo_sapiens
M06190_2.00	B1H	FlyFactorSurvey	B1H	I	ETV3L	Homo_sapiens
M06192_2.00	B1H	FlyFactorSurvey	B1H	I	ETV3L	Homo_sapiens
M06193_2.00	B1H	FlyFactorSurvey	B1H	I	ETV3L	Homo_sapiens
M07947_2.00	ChIP-seq	ENCODE	ChIP-seq	I	ETV3L	Homo_sapiens
M07948_2.00	ChIP-seq	ENCODE	ChIP-seq	I	ETV3L	Homo_sapiens
M07949_2.00	ChIP-seq	ENCODE	ChIP-seq	I	ETV3L	Homo_sapiens
M07950_2.00	ChIP-seq	ENCODE	ChIP-seq	I	ETV3L	Homo_sapiens
M07951_2.00	ChIP-seq	ENCODE	ChIP-seq	I	ETV3L	Homo_sapiens
